"","X","Length","Plant","Treatment","Germination","Lemur","GerminationDate","Date","Weight","Type"
"652",652,1.24990173621434,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"653",653,1.23837423104327,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"654",654,1.2947271675944,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"655",655,2.20276475771183,"Apple","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"656",656,2.59076704048748,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"657",657,2.63476240533238,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"658",658,2.55877649835446,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"659",659,2.56725439113675,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"660",660,1.43508452528932,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"661",661,1.31908561142644,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"662",662,1.54543258245819,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"663",663,1.47932922708708,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"664",664,1.49065437644413,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"665",665,1.45628673293993,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"666",666,1.56861591791385,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"667",667,1.48160454092422,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"668",668,1.42310833424261,"Tomato","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"669",669,1.31640823365572,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"670",670,1.29198368164865,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"671",671,1.29198368164865,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"672",672,1.29198368164865,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"673",673,1.19694818938897,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"674",674,0.672944473242426,"Cranberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"675",675,0.900161349944271,"Cranberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"676",676,2.54788144894939,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"677",677,2.40604380136228,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"678",678,2.6159349121944,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"679",679,2.51850259921652,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"680",680,2.58021682959233,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"681",681,2.53210825127229,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"682",682,2.46300181439995,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"683",683,2.4466854369678,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"684",684,2.50715725872282,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"685",685,2.44755086324423,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"686",686,2.50959926237837,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"687",687,2.40604380136228,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"688",688,2.52252351335931,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"689",689,2.55412171880947,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"690",690,2.46809953147162,"Butternut Squash","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"691",691,2.50307395374345,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"692",692,2.52172062291072,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"693",693,2.10778601468898,"Apple","Gut-passed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"694",694,1.30019166206648,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"695",695,1.20297230399235,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"696",696,1.28093384546206,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"697",697,1.16938135955632,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"698",698,2.58399755243223,"Honeydew","Gut-passed, Washed",1,"V. rubra","2023-03-08","2023-01-19",7.99294454731811,"Captive"
"699",699,2.62466859216316,"Honeydew","Gut-passed, Washed",1,"V. rubra","2023-02-08","2023-01-19",7.99294454731811,"Captive"
"700",700,2.52332575969195,"Honeydew","Gut-passed",0,"V. rubra",NA,"2023-01-05",7.99294454731811,"Captive"
"701",701,1.74919985480926,"Apple","Gut-passed",0,"V. rubra",NA,"2023-01-05",7.99294454731811,"Captive"
"702",702,2.507971922719,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"703",703,2.50715725872282,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"704",704,2.26384426467762,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"705",705,2.51365606307399,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"706",706,2.54474665014402,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"707",707,2.56032328907275,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"708",708,2.51041194019636,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"709",709,2.44321622273379,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"710",710,2.28645571106416,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"711",711,2.55022611590864,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"712",712,1.43031124653666,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"713",713,1.45628673293993,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"714",714,1.4036429994545,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"715",715,1.47932922708708,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"716",716,1.36609165380237,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"717",717,1.56861591791385,"Tomato","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"718",718,1.50629715351459,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"719",719,1.45628673293993,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"720",720,1.50851199384414,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"721",721,1.26412672714568,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"722",722,1.39128190263093,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"723",723,1.22082992139236,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"724",724,1.31908561142644,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"725",725,1.31372366828506,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"726",726,1.37118072330984,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"727",727,1.20597080698861,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"728",728,1.16315080980568,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"729",729,1.20597080698861,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"730",730,1.22377543162212,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"731",731,1.10525683138678,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"732",732,1.1999647829284,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"733",733,0.867100487683383,"Cranberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"734",734,2.60786147384678,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"735",735,2.52892353520477,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"736",736,2.48407296903942,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"737",737,2.62828523263335,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"738",738,2.55567572067621,"Butternut Squash","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"739",739,2.18267479632149,"Cantaloupe","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"740",740,2.19165353228676,"Apple","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"741",741,2.66235524184008,"Honeydew","Gut-passed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"742",742,2.67552700939665,"Honeydew","Gut-passed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"743",743,1.51951320490611,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-03-01","2023-02-16",7.69621263934641,"Captive"
"744",744,1.60542989103656,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-02-24","2023-02-16",7.69621263934641,"Captive"
"745",745,1.46093790411566,"Red Bell Pepper","Gut-passed",1,"E. flavifrons","2023-03-01","2023-02-16",7.69621263934641,"Captive"
"746",746,2.03077636969855,"Apple","Gut-passed",1,"V. rubra","2023-01-18","2023-01-05",8.17188200612782,"Captive"
"747",747,2.05284085988266,"Apple","Gut-passed",1,"V. rubra","2023-01-11","2023-01-05",8.17188200612782,"Captive"
"748",748,2.64971462408925,"Honeydew","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"749",749,2.70270259477561,"Honeydew","Gut-passed, Washed",1,"E. flavifrons","2023-02-24","2023-02-16",7.69621263934641,"Captive"
"750",750,2.70604819843154,"Honeydew","Gut-passed, Washed",1,"E. flavifrons","2023-03-01","2023-02-16",7.69621263934641,"Captive"
"751",751,2.7047112998367,"Honeydew","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"752",752,0.85015092936961,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"753",753,0.904218150639886,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"754",754,0.819779831493311,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"755",755,0.837247524533702,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"756",756,0.845868267577609,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"757",757,0.879626747502564,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"758",758,0.908258560176891,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"759",759,0.806475865866949,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"760",760,0.854415328156068,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-02-16",7.69621263934641,"Captive"
"761",761,2.15986879079245,"Apple","Gut-passed",0,"V. rubra",NA,"2023-01-05",7.99294454731811,"Captive"
"762",762,2.12704052047911,"Apple","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"763",763,2.04381436403668,"Apple","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"764",764,2.22570404865809,"Butternut Squash","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"765",765,2.40243042796376,"Butternut Squash","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"766",766,1.41827740697294,"Tomato","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"767",767,1.39376637595859,"Tomato","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"768",768,1.5810384379124,"Tomato","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"769",769,1.28093384546206,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"770",770,1.29746314741327,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"771",771,1.32175583998232,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"772",772,0.837247524533702,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"773",773,0.56531380905006,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"774",774,1.26694760348732,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"775",775,1.11185751541813,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"776",776,1.17557332980424,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"777",777,1.20896034583698,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"778",778,2.07693841146172,"Apple","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"779",779,0.576613364303994,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"780",780,0.756121979721334,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"781",781,2.1150499691472,"Apple","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"782",782,2.18154676461699,"Apple","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"783",783,2.51284601847724,"Butternut Squash","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"784",784,1.4036429994545,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"785",785,1.37624402526639,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"786",786,1.43031124653666,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"787",787,1.32707500145992,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"788",788,1.36353737399727,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"789",789,1.31640823365572,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"790",790,1.43508452528932,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"791",791,1.17865499634165,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"792",792,1.21194097397511,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"793",793,1.13783300182139,"Blackberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"794",794,0.636576829071551,"Cranberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"795",795,0.398776119957368,"Cranberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"796",796,0.641853886172395,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"797",797,0.712949807856125,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"798",798,0.815364813284194,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"799",799,0.765467842139571,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"800",800,0.779324876800998,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"801",801,0.688134638736401,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"802",802,0.854415328156068,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"803",803,0.727548607277278,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-21","2023-03-22",7.99294454731811,"Captive"
"804",804,0.56531380905006,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"805",805,0.783901543828409,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"806",806,0.29266961396282,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",7.99294454731811,"Captive"
"807",807,1.50851199384414,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-22","2023-02-16",7.69621263934641,"Captive"
"808",808,1.55603713570699,"Red Bell Pepper","Gut-passed, Washed",1,"E. flavifrons","2023-02-22","2023-02-16",7.69621263934641,"Captive"
"809",809,1.34807314829969,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-02-22","2023-02-16",7.69621263934641,"Captive"
"810",810,2.66722820658195,"Honeydew","Gut-passed, Washed",1,"E. flavifrons","2023-03-01","2023-02-16",7.69621263934641,"Captive"
"811",811,0.924258901523332,"Cranberry","Gut-passed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"812",812,0.867100487683383,"Cranberry","Gut-passed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"813",813,0.8754687373539,"Cranberry","Gut-passed",1,"V. rubra","2023-04-12","2023-03-22",8.17188200612782,"Captive"
"814",814,0.828551817566148,"Cranberry","Gut-passed",1,"V. rubra","2023-04-07","2023-03-22",8.17188200612782,"Captive"
"815",815,0.693147180559945,"Cranberry","Gut-passed",1,"V. rubra","2023-04-07","2023-03-22",8.17188200612782,"Captive"
