"","X","Length","Plant","Treatment","Germination","Lemur","GerminationDate","Date","Weight","Type"
"446",446,0.819779831493311,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"447",447,0.770108221696074,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"448",448,0.86288995514704,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"449",449,0.756121979721334,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"450",450,0.810930216216329,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"451",451,0.770108221696074,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.73193072194849,"Captive"
"452",452,0.770108221696074,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.73193072194849,"Captive"
"453",453,0.751416088683921,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"454",454,0.751416088683921,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"455",455,0.72270598280149,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"456",456,0.887891257352457,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"457",457,0.683096844706444,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"458",458,0.867100487683383,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"459",459,0.717839793150317,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.73193072194849,"Captive"
"460",460,1.22964055107451,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"461",461,0.854415328156068,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"462",462,0.819779831493311,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"463",463,0.841567185678219,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"464",464,0.741937344729377,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"465",465,0.802001585472027,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"466",466,0.712949807856125,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-14","2023-03-29",7.83201418050547,"Captive"
"467",467,0.732367893713227,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"468",468,0.770108221696074,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"469",469,0.76080582903376,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"470",470,0.815364813284194,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"471",471,0.806475865866949,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"472",472,0.770108221696074,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"473",473,0.688134638736401,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"474",474,0.732367893713227,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"475",475,0.741937344729377,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"476",476,0.741937344729377,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"477",477,0.783901543828409,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"478",478,0.783901543828409,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"479",479,1.28370777234479,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"480",480,1.28370777234479,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"481",481,1.24990173621434,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"482",482,0.746687947487975,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-14","2023-03-29",7.73193072194849,"Captive"
"483",483,0.819779831493311,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"484",484,0.78845736036427,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"485",485,0.708035793053696,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"486",486,0.797507195884188,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"487",487,0.828551817566148,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-14","2023-03-29",7.73193072194849,"Captive"
"488",488,0.854415328156068,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"489",489,0.698134722070984,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"490",490,0.76080582903376,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"491",491,0.854415328156068,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"492",492,0.797507195884188,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"493",493,0.806475865866949,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"494",494,0.727548607277278,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"495",495,0.85015092936961,"Blackberry","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"496",496,0.717839793150317,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"497",497,0.824175442966349,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"498",498,0.871293365943419,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"499",499,0.806475865866949,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"500",500,0.815364813284194,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"501",501,0.802001585472027,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"502",502,0.828551817566148,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"503",503,0.858661619037519,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"504",504,0.810930216216329,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-05-03","2023-03-29",7.73193072194849,"Captive"
"505",505,0.832909122935104,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"506",506,0.751416088683921,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-05-19","2023-03-29",7.73193072194849,"Captive"
"507",507,0.662687973075237,"Cranberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"508",508,1.15373158788919,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"509",509,1.10525683138678,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"510",510,0.802001585472027,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"511",511,0.792992515529661,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"512",512,0.712949807856125,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"513",513,0.810930216216329,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"514",514,1.19088756477728,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"515",515,1.15057202759882,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"516",516,1.19694818938897,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"517",517,1.18478998490916,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"518",518,1.21194097397511,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"519",519,1.05082162483176,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"520",520,0.824175442966349,"Blackberry","Gut-passed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"521",521,0.751416088683921,"Blackberry","Gut-passed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"522",522,0.887891257352457,"Blackberry","Gut-passed",1,"E. flavifrons","2023-04-14","2023-03-29",7.73193072194849,"Captive"
"523",523,0.832909122935104,"Blackberry","Gut-passed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"524",524,1.20297230399235,"Blackberry","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.83201418050547,"Captive"
"525",525,1.21491274436427,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"526",526,0.62057648772511,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.83201418050547,"Captive"
"527",527,0.741937344729377,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"528",528,0.845868267577609,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.83201418050547,"Captive"
"529",529,0.824175442966349,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.83201418050547,"Captive"
"530",530,0.854415328156068,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.83201418050547,"Captive"
"531",531,0.828551817566148,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.83201418050547,"Captive"
"532",532,1.43983512804792,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"533",533,1.34286480319255,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-05","2023-03-29",7.73193072194849,"Captive"
"534",534,1.39128190263093,"Tomato","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"535",535,0.815364813284194,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"536",536,0.76080582903376,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-14","2023-03-29",7.73193072194849,"Captive"
"537",537,1.23256026117785,"Kiwi","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"538",538,2.57566101305646,"Butternut Squash","Gut-passed, Washed",1,"E. flavifrons","2023-04-05","2023-03-29",7.73193072194849,"Captive"
"539",539,0.76080582903376,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"540",540,0.854415328156068,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"541",541,0.727548607277278,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"542",542,1.21491274436427,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"543",543,2.60194867021966,"Butternut Squash","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"544",544,2.69124308278583,"Butternut Squash","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"545",545,1.37624402526639,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"546",546,1.37118072330984,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"547",547,0.806475865866949,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"548",548,0.72270598280149,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"549",549,0.76080582903376,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"550",550,0.78845736036427,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"551",551,0.765467842139571,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"552",552,0.832909122935104,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"553",553,0.751416088683921,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-05","2023-03-29",7.73193072194849,"Captive"
"554",554,0.815364813284194,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-05","2023-03-29",7.73193072194849,"Captive"
"555",555,0.916290731874155,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"556",556,0.806475865866949,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"557",557,0.802001585472027,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"558",558,0.641853886172395,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"559",559,0.732367893713227,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-21","2023-03-29",7.73193072194849,"Captive"
"560",560,0.86288995514704,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"561",561,0.871293365943419,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"562",562,0.824175442966349,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"563",563,1.3244189574018,"Blackberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"564",564,1.43031124653666,"Tomato","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"565",565,1.49514876603197,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"566",566,1.46325540225602,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"567",567,1.49065437644413,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"568",568,0.78845736036427,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-05-03","2023-03-29",7.73193072194849,"Captive"
"569",569,0.810930216216329,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"570",570,1.23547147138531,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"571",571,0.751416088683921,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"572",572,0.756121979721334,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"573",573,0.774727167552368,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"574",574,0.78845736036427,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"575",575,0.779324876800998,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"576",576,0.72270598280149,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-07","2023-03-29",7.73193072194849,"Captive"
"577",577,0.751416088683921,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"578",578,0.774727167552368,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-14","2023-03-29",7.73193072194849,"Captive"
"579",579,0.712949807856125,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"580",580,0.72270598280149,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-14","2023-03-29",7.73193072194849,"Captive"
"581",581,0.806475865866949,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-07","2023-03-29",7.73193072194849,"Captive"
"582",582,0.708035793053696,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"583",583,0.792992515529661,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-25","2023-03-29",7.73193072194849,"Captive"
"584",584,0.746687947487975,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"585",585,0.824175442966349,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"586",586,0.824175442966349,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"587",587,0.896088024556636,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"588",588,1.04731899428056,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"589",589,0.792992515529661,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"590",590,0.806475865866949,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"591",591,0.727548607277278,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-05-03","2023-03-29",7.73193072194849,"Captive"
"592",592,0.774727167552368,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.73193072194849,"Captive"
"593",593,0.741937344729377,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"594",594,0.770108221696074,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"595",595,0.792992515529661,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.73193072194849,"Captive"
"596",596,0.732367893713227,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"597",597,0.770108221696074,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"598",598,0.678033542749897,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-07","2023-03-29",7.73193072194849,"Captive"
"599",599,0.78845736036427,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"600",600,0.792992515529661,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"601",601,0.765467842139571,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"602",602,0.879626747502564,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.73193072194849,"Captive"
"603",603,0.774727167552368,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"604",604,0.524728528934982,"Cranberry","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"605",605,0.824175442966349,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"606",606,0.845868267577609,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"607",607,0.819779831493311,"Blackberry","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.73193072194849,"Captive"
"608",608,1.2947271675944,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"609",609,1.23547147138531,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"610",610,1.05779029414785,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"611",611,1.20896034583698,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"612",612,1.28093384546206,"Tomato","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"613",613,1.36863942588117,"Tomato","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"614",614,1.15057202759882,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"615",615,1.10525683138678,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.73193072194849,"Captive"
"616",616,1.44220199305819,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"617",617,1.53255686809814,"Tomato","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"618",618,2.54866361559075,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"619",619,1.05779029414785,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"620",620,0.916290731874155,"Cranberry","Gut-passed",1,"V. rubra","2023-04-14","2023-03-22",7.99294454731811,"Captive"
"621",621,0.73716406597672,"Cranberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"622",622,0.667829372575655,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"623",623,0.717839793150317,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"624",624,0.792992515529661,"Cranberry","Gut-passed, Washed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"625",625,0.717839793150317,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"626",626,0.779324876800998,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"627",627,0.72270598280149,"Cranberry","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"628",628,1.33500106673234,"Tomato","Gut-passed, Washed",1,"V. rubra","2023-04-05","2023-03-22",8.17188200612782,"Captive"
"629",629,1.10525683138678,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"630",630,1.15057202759882,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"631",631,1.29198368164865,"Blackberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",8.17188200612782,"Captive"
"632",632,0.871293365943419,"Cranberry","Gut-passed",1,"V. rubra","2023-04-21","2023-03-22",8.17188200612782,"Captive"
"633",633,1.46325540225602,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"634",634,1.37624402526639,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"635",635,1.3244189574018,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",7.99294454731811,"Captive"
"636",636,1.46787434811231,"Tomato","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"637",637,0.85015092936961,"Cranberry","Gut-passed",0,"V. rubra",NA,"2023-03-22",7.99294454731811,"Captive"
"638",638,2.51284601847724,"Honeydew","Gut-passed",1,"V. rubra","2023-01-18","2023-01-05",8.17188200612782,"Captive"
"639",639,2.38967979984498,"Honeydew","Gut-passed",1,"V. rubra","2023-01-11","2023-01-05",8.17188200612782,"Captive"
"640",640,2.01223279198639,"Apple","Gut-passed",0,"V. rubra",NA,"2023-01-05",8.17188200612782,"Captive"
"641",641,2.60194867021966,"Honeydew","Gut-passed",1,"V. rubra","2023-01-18","2023-01-05",7.99294454731811,"Captive"
"642",642,2.59972232421658,"Honeydew","Gut-passed",1,"V. rubra","2023-01-11","2023-01-05",7.99294454731811,"Captive"
"643",643,2.61373952163097,"Honeydew","Gut-passed",1,"V. rubra","2023-01-11","2023-01-05",7.99294454731811,"Captive"
"644",644,2.6253929674212,"Honeydew","Gut-passed",0,"V. rubra",NA,"2023-01-05",7.99294454731811,"Captive"
"645",645,2.61080481666337,"Honeydew","Gut-passed",0,"V. rubra",NA,"2023-01-05",7.99294454731811,"Captive"
"646",646,2.63834278867739,"Honeydew","Gut-passed",0,"V. rubra",NA,"2023-01-05",7.99294454731811,"Captive"
"647",647,2.13060982825424,"Apple","Gut-passed",0,"V. rubra",NA,"2023-01-05",7.99294454731811,"Captive"
"648",648,2.58324255050886,"Butternut Squash","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"649",649,2.19053558918542,"Apple","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"650",650,1.48613969608961,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
"651",651,1.50185270175416,"Tomato","Gut-passed",1,"V. rubra","2023-03-29","2023-03-22",8.17188200612782,"Captive"
