,X,Germination.Date,Date,germ,Treatment,Lemur_Species,Plant_Species_Common_Name,Length_log
273,273,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Rubus fruticosus,0.850150929
274,274,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.717839793
275,275,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.806475866
276,276,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.802001585
277,277,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.828551818
278,278,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.858661619
279,279,5/3/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.810930216
280,280,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.832909123
281,281,5/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.751416089
282,282,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.712949808
283,283,4/21/23,3/29/23,1,Gut-passed,E. flavifrons,Rubus fruticosus,0.824175443
284,284,4/21/23,3/29/23,1,Gut-passed,E. flavifrons,Rubus fruticosus,0.751416089
285,285,4/14/23,3/29/23,1,Gut-passed,E. flavifrons,Rubus fruticosus,0.887891257
286,286,4/21/23,3/29/23,1,Gut-passed,E. flavifrons,Rubus fruticosus,0.832909123
287,287,4/25/23,3/29/23,1,Gut-passed,E. flavifrons,Rubus fruticosus,1.202972304
288,288,4/7/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.620576488
289,289,4/12/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.741937345
290,290,4/7/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.845868268
291,291,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.824175443
292,292,4/7/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.854415328
293,293,4/7/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.828551818
294,294,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.439835128
295,295,4/5/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.342864803
296,296,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.815364813
297,297,4/14/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.760805829
298,298,4/5/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Cucurbita moschata,2.575661013
299,299,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.854415328
300,300,4/21/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.727548607
301,301,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.376244025
302,302,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.371180723
303,303,4/25/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.78845736
304,304,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.765467842
305,305,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.832909123
306,306,4/5/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.751416089
307,307,4/5/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.815364813
308,308,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.916290732
309,309,4/25/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.806475866
310,310,4/21/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.802001585
311,311,4/21/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.641853886
312,312,4/21/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.732367894
313,313,4/25/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.871293366
314,314,4/25/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.824175443
315,315,4/12/23,3/29/23,1,Gut-passed,E. flavifrons,Solanum lycopersicum,1.430311247
316,316,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.495148766
317,317,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.463255402
318,318,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.490654376
319,319,5/3/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.78845736
320,320,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.75612198
321,321,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.774727168
322,322,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.78845736
323,323,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.779324877
324,324,4/7/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.722705983
325,325,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.751416089
326,326,4/14/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.774727168
327,327,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.712949808
328,328,4/14/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.722705983
329,329,4/7/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.806475866
330,330,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.708035793
331,331,4/25/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.792992516
332,332,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.746687947
333,333,4/12/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.824175443
334,334,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.824175443
335,335,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.792992516
336,336,5/3/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.727548607
337,337,4/7/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.774727168
338,338,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.741937345
339,339,4/7/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.792992516
340,340,4/19/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.732367894
341,341,4/7/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.678033543
342,342,4/12/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.792992516
343,343,4/12/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.765467842
344,344,4/12/23,3/29/23,1,Gut-passed,E. flavifrons,Selenicereus undatus,0.879626748
345,345,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Selenicereus undatus,0.845868268
346,346,4/19/23,3/29/23,1,"Gut-passed, Washed",E. flavifrons,Rubus fruticosus,0.819779831
347,347,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.442201993
348,348,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.548663616
349,349,4/14/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.916290732
350,350,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.667829373
351,351,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.717839793
352,352,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.717839793
353,353,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.779324877
354,354,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.722705983
355,355,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.335001067
356,356,4/21/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.871293366
357,357,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.463255402
358,358,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.376244025
359,359,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.324418957
360,360,1/18/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.512846018
361,361,1/11/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.3896798
362,362,1/18/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.60194867
363,363,1/11/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.599722324
364,364,1/11/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.613739522
365,365,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.583242551
366,366,3/29/23,3/22/23,1,Gut-passed,V. rubra,Malus pumila,2.190535589
367,367,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.486139696
368,368,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.501852702
369,369,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Malus pumila,2.202764758
370,370,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.59076704
371,371,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.634762405
372,372,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.558776498
373,373,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.567254391
374,374,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.435084525
375,375,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.319085611
376,376,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.545432582
377,377,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.479329227
378,378,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.490654376
379,379,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.456286733
380,380,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.568615918
381,381,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.481604541
382,382,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.554121719
383,383,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.503073954
384,384,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.521720623
385,385,4/5/23,3/22/23,1,Gut-passed,V. rubra,Malus pumila,2.107786015
386,386,3/8/23,1/19/23,1,"Gut-passed, Washed",V. rubra,Cucumis melo L.,2.583997552
387,387,2/8/23,1/19/23,1,"Gut-passed, Washed",V. rubra,Cucumis melo L.,2.624668592
388,388,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.507971923
389,389,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.507157259
390,390,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.263844265
391,391,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.513656063
392,392,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.54474665
393,393,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.560323289
394,394,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.51041194
395,395,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.443216223
396,396,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.286455711
397,397,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucurbita moschata,2.550226116
398,398,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.430311247
399,399,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.456286733
400,400,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.403642999
401,401,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.479329227
402,402,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.366091654
403,403,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.506297154
404,404,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.456286733
405,405,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.508511994
406,406,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.264126727
407,407,3/29/23,3/22/23,1,Gut-passed,V. rubra,Solanum lycopersicum,1.391281903
408,408,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.607861474
409,409,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.528923535
410,410,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.484072969
411,411,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.628285233
412,412,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Malus pumila,2.191653532
413,413,3/1/23,2/16/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.519513205
414,414,2/24/23,2/16/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.605429891
415,415,3/1/23,2/16/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.460937904
416,416,1/18/23,1/5/23,1,Gut-passed,V. rubra,Malus pumila,2.03077637
417,417,1/11/23,1/5/23,1,Gut-passed,V. rubra,Malus pumila,2.05284086
418,418,2/24/23,2/16/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo L.,2.702702595
419,419,3/1/23,2/16/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo L.,2.706048198
420,420,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.837247525
421,421,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.565313809
422,422,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Malus pumila,2.076938411
423,423,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.576613364
424,424,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.75612198
425,425,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Malus pumila,2.181546765
426,426,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.512846018
427,427,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.403642999
428,428,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.376244025
429,429,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.430311247
430,430,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.327075001
431,431,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.363537374
432,432,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.316408234
433,433,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Solanum lycopersicum,1.435084525
434,434,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.641853886
435,435,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.712949808
436,436,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.815364813
437,437,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.765467842
438,438,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.779324877
439,439,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.688134639
440,440,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.854415328
441,441,4/21/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.727548607
442,442,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.565313809
443,443,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.783901544
444,444,4/5/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Oxycoccus macrocarpus,0.292669614
445,445,2/22/23,2/16/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.508511994
446,446,2/22/23,2/16/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.556037136
447,447,2/22/23,2/16/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.348073148
448,448,3/1/23,2/16/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo L.,2.667228207
449,449,4/5/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.924258902
450,450,4/5/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.867100488
451,451,4/12/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.875468737
452,452,4/7/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.828551818
453,453,4/7/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.693147181
454,454,4/5/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.797507196
455,455,4/5/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.815364813
456,456,4/5/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.78845736
457,457,4/5/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.802001585
458,458,4/21/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.620576488
459,459,4/7/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.657520003
460,460,4/5/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.615185639
461,461,4/14/23,3/22/23,1,Gut-passed,V. rubra,Oxycoccus macrocarpus,0.652325186
462,462,4/21/23,3/22/23,1,Gut-passed,V. rubra,Rubus fruticosus,1.2753628
463,463,3/29/23,3/22/23,1,Gut-passed,V. rubra,Cucumis melo var. cantalupensis,2.396985768
464,464,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Cucurbita moschata,2.595254707
465,465,3/29/23,3/22/23,1,"Gut-passed, Washed",V. rubra,Malus pumila,2.028148247
466,466,2/4/23,1/19/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.560247668
467,467,2/1/23,1/19/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.54329811
468,468,2/1/23,1/19/23,1,Gut-passed,E. coronatus,Cucumis melo L.,2.382320061
469,469,1/25/23,1/19/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.574846468
470,470,4/21/23,1/19/23,1,Gut-passed,E. coronatus,Cucumis melo L.,2.573375298
471,471,3/16/23,1/19/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.638996715
472,472,3/1/23,1/19/23,1,Gut-passed,E. coronatus,Cucumis melo L.,2.604909442
473,473,2/4/23,1/19/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.638996715
474,474,2/1/23,1/19/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.530394705
475,475,2/1/23,1/19/23,1,Gut-passed,E. coronatus,Cucumis melo L.,2.642622396
476,476,1/11/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.46894663
477,477,1/11/23,1/5/23,1,Gut-passed,V. rubra,Malus pumila,2.159868791
478,478,1/13/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.577181926
479,479,1/13/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.561095788
480,480,1/13/23,1/5/23,1,Gut-passed,V. rubra,Cucumis melo L.,2.199444334
481,481,10/13/23,10/3/23,1,Gut-passed,L. catta,Capsicum annuum,1.393766376
482,482,10/25/23,10/3/23,1,Gut-passed,L. catta,Capsicum annuum,1.418277407
483,483,10/18/23,10/3/23,1,Gut-passed,L. catta,Capsicum annuum,1.413423029
484,484,11/1/23,10/3/23,1,Gut-passed,L. catta,Capsicum annuum,1.488399584
485,485,10/25/23,10/3/23,1,Gut-passed,L. catta,Capsicum annuum,1.348073148
486,486,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.071583616
487,487,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,0.996948635
488,488,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.196948189
489,489,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.337629189
490,490,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.118414916
491,491,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.172482137
492,492,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.128171091
493,493,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.141033005
494,494,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.355835154
495,495,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.241268589
496,496,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.068153081
497,497,2/15/23,2/8/23,1,"Gut-passed, Washed",V. variegata,Malus pumila,2.093097868
498,498,4/19/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.90825856
499,499,4/19/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.828551818
500,500,4/19/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.90825856
501,501,4/19/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.797507196
502,502,4/19/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.871293366
503,503,4/12/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.562346305
504,504,4/12/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.613429934
505,505,4/12/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.492904096
506,506,4/21/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.737164066
507,507,4/21/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.806475866
508,508,2/24/23,2/16/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.675225653
509,509,4/12/23,3/30/23,1,Gut-passed,V. variegata,Solanum lycopersicum,1.58514522
510,510,4/12/23,3/30/23,1,Gut-passed,V. variegata,Solanum lycopersicum,1.589235205
511,511,4/7/23,3/30/23,1,Gut-passed,V. variegata,Solanum lycopersicum,1.490654376
512,512,4/12/23,3/30/23,1,Gut-passed,V. variegata,Solanum lycopersicum,1.510721939
513,513,5/10/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.783901544
514,514,5/3/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.751416089
515,515,5/3/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.708035793
516,516,5/3/23,3/30/23,1,Gut-passed,V. variegata,Selenicereus undatus,0.727548607
517,517,4/25/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Solanum lycopersicum,1.60341984
518,518,4/21/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.806475866
519,519,4/12/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.810930216
520,520,4/12/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.854415328
521,521,4/21/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.806475866
522,522,4/19/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.867100488
523,523,4/25/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.765467842
524,524,4/19/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.845868268
525,525,4/19/23,3/30/23,1,"Gut-passed, Washed",V. variegata,Selenicereus undatus,0.722705983
